,X,Y,labels
0,-122.466204668,37.7725405392,3
1,-122.403404791,37.7754207067,0
2,-122.48503873,37.7612911364,3
3,-122.409660752,37.7864394525,0
4,-122.417955822,37.7578801214,1
5,-122.410699658,37.7869881885,0
6,-122.410699658,37.7869881885,0
7,-122.410699658,37.7869881885,0
8,-122.417817853,37.7578884408,1
9,-122.388379874,37.7833104067,0
10,-122.388379874,37.7833104067,0
11,-122.388379874,37.7833104067,0
12,-122.388379874,37.7833104067,0
13,-122.388379874,37.7833104067,0
14,-122.388379874,37.7833104067,0
15,-122.403404791,37.7754207067,0
16,-122.403404791,37.7754207067,0
17,-122.388379874,37.7833104067,0
18,-122.388379874,37.7833104067,0
19,-122.388379874,37.7833104067,0
20,-122.388379874,37.7833104067,0
21,-122.405941469,37.790463178,0
22,-122.407114491,37.7899019823,0
23,-122.411747372,37.7859988324,0
24,-122.426508142,37.7859342572,0
25,-122.470190416,37.7808757917,3
26,-122.417997608,37.7769551138,0
27,-122.478349616,37.7513339692,3
28,-122.415781282,37.7588312135,1
29,-122.417964484,37.7586968166,1
30,-122.458860616,37.7812550935,3
31,-122.400916029,37.7854574903,0
32,-122.400916029,37.7854574903,0
33,-122.400916029,37.7854574903,0
34,-122.400916029,37.7854574903,0
35,-122.400916029,37.7854574903,0
36,-122.400916029,37.7854574903,0
37,-122.400916029,37.7854574903,0
38,-122.400916029,37.7854574903,0
39,-122.400916029,37.7854574903,0
40,-122.400916029,37.7854574903,0
41,-122.400916029,37.7854574903,0
42,-122.400916029,37.7854574903,0
43,-122.400916029,37.7854574903,0
44,-122.400916029,37.7854574903,0
45,-122.400916029,37.7854574903,0
46,-122.400916029,37.7854574903,0
47,-122.400916029,37.7854574903,0
48,-122.400916029,37.7854574903,0
49,-122.400916029,37.7854574903,0
50,-122.400916029,37.7854574903,0
51,-122.400916029,37.7854574903,0
52,-122.400916029,37.7854574903,0
53,-122.400916029,37.7854574903,0
54,-122.400916029,37.7854574903,0
55,-122.400916029,37.7854574903,0
56,-122.47548463,37.7383655655,2
57,-122.408231026,37.787359495,0
58,-122.418467748,37.787965257,0
59,-122.418467748,37.787965257,0
60,-122.417812559,37.7571005796,1
61,-122.417812559,37.7571005796,1
62,-122.41592985,37.7604330004,1
63,-122.41592985,37.7604330004,1
64,-122.418467748,37.787965257,0
65,-122.418467748,37.787965257,0
66,-122.41592985,37.7604330004,1
67,-122.414693065,37.7588955948,1
68,-122.418467748,37.787965257,0
69,-122.41592985,37.7604330004,1
70,-122.418467748,37.787965257,0
71,-122.418467748,37.787965257,0
72,-122.41592985,37.7604330004,1
73,-122.41592985,37.7604330004,1
74,-122.418467748,37.787965257,0
75,-122.418467748,37.787965257,0
76,-122.418467748,37.787965257,0
77,-122.418467748,37.787965257,0
78,-122.418467748,37.787965257,0
79,-122.418467748,37.787965257,0
80,-122.419360353,37.7618358012,1
81,-122.419360353,37.7618358012,1
82,-122.418486297,37.7634954373,1
83,-122.41592985,37.7604330004,1
84,-122.41592985,37.7604330004,1
85,-122.41592985,37.7604330004,1
86,-122.41592985,37.7604330004,1
87,-122.41592985,37.7604330004,1
88,-122.41592985,37.7604330004,1
89,-122.41592985,37.7604330004,1
90,-122.418467748,37.787965257,0
91,-122.409876623,37.787148808,0
92,-122.418467748,37.787965257,0
93,-122.41592985,37.7604330004,1
94,-122.41592985,37.7604330004,1
95,-122.41592985,37.7604330004,1
96,-122.41592985,37.7604330004,1
97,-122.41592985,37.7604330004,1
98,-122.418368839,37.7874861572,0
99,-122.418467748,37.787965257,0
100,-122.418274172,37.7870372044,0
101,-122.426635077,37.7549624154,1
102,-122.417332583,37.7635718956,1
103,-122.383433949,37.729738145,1
104,-122.417812559,37.7571005796,1
105,-122.412502864,37.7590272974,1
106,-122.406775392,37.7884982866,0
107,-122.40840386,37.7882933915,0
108,-122.405466576,37.7646048757,1
109,-122.417964484,37.7586968166,1
110,-122.417903978,37.7851670876,0
111,-122.409876623,37.787148808,0
112,-122.412173946,37.7629167767,1
113,-122.411090795,37.7617009782,1
114,-122.403409085,37.7531779939,1
115,-122.41766064,37.755504342,1
116,-122.414233849,37.7540986882,1
117,-122.395565262,37.7626384173,1
118,-122.385001534,37.7330708174,1
119,-122.441811628,37.7990019437,0
120,-122.469628051,37.7817199969,3
121,-122.504883711,37.7530422086,3
122,-122.481592052,37.7427355501,3
123,-122.490170247,37.7424682354,3
124,-122.408384276,37.7878271137,0
125,-122.409925328,37.787764099,0
126,-122.408384276,37.7878271137,0
127,-122.413045094,37.7589402059,1
128,-122.412179604,37.7622630617,1
129,-122.405468776,37.7639259195,1
130,-122.418445946,37.7882184508,0
131,-122.392347672,37.7890603556,0
132,-122.409256096,37.7882398998,0
133,-122.410519782,37.7527667267,1
134,-122.434457354,37.7609766091,1
135,-122.405468776,37.7639259195,1
136,-122.405468776,37.7639259195,1
137,-122.404828019,37.7897596938,0
138,-122.41027135,37.7895016292,0
139,-122.410791678,37.783695227,0
140,-122.412422725,37.7648250318,1
141,-122.42480864,37.798391758,0
142,-122.412439198,37.787722739,0
143,-122.50966216,37.763035554,3
144,-122.50966216,37.763035554,3
145,-122.50966216,37.763035554,3
146,-122.50966216,37.763035554,3
147,-122.50966216,37.763035554,3
148,-122.50966216,37.763035554,3
149,-122.50966216,37.763035554,3
150,-122.50966216,37.763035554,3
151,-122.50966216,37.763035554,3
152,-122.400916029,37.7854574903,0
153,-122.400916029,37.7854574903,0
154,-122.404195425,37.7912255174,0
155,-122.41382007,37.785738295,0
156,-122.41382007,37.785738295,0
157,-122.406886504,37.7887345764,0
158,-122.406886504,37.7887345764,0
159,-122.406886504,37.7887345764,0
160,-122.406886504,37.7887345764,0
161,-122.406886504,37.7887345764,0
162,-122.406886504,37.7887345764,0
163,-122.406886504,37.7887345764,0
164,-122.406886504,37.7887345764,0
165,-122.406886504,37.7887345764,0
166,-122.410699658,37.7869881885,0
167,-122.406886504,37.7887345764,0
168,-122.406886504,37.7887345764,0
169,-122.406886504,37.7887345764,0
170,-122.406886504,37.7887345764,0
171,-122.406886504,37.7887345764,0
172,-122.406886504,37.7887345764,0
173,-122.406886504,37.7887345764,0
174,-122.406886504,37.7887345764,0
175,-122.406886504,37.7887345764,0
176,-122.406886504,37.7887345764,0
177,-122.406886504,37.7887345764,0
178,-122.406886504,37.7887345764,0
179,-122.406886504,37.7887345764,0
180,-122.406886504,37.7887345764,0
181,-122.406886504,37.7887345764,0
182,-122.406886504,37.7887345764,0
183,-122.406886504,37.7887345764,0
184,-122.380028764,37.7320374278,1
185,-122.408384276,37.7878271137,0
186,-122.412755326,37.7867259286,0
187,-122.489090192,37.7424057567,3
188,-122.410111374,37.778632049,0
189,-122.411800135,37.7840890367,0
190,-122.422254495,37.7773983117,0
191,-122.403404791,37.7754207067,0
192,-122.410699658,37.7869881885,0
193,-122.410699658,37.7869881885,0
194,-122.410699658,37.7869881885,0
195,-122.410699658,37.7869881885,0
196,-122.410699658,37.7869881885,0
197,-122.410699658,37.7869881885,0
198,-122.410699658,37.7869881885,0
199,-122.410699658,37.7869881885,0
200,-122.410699658,37.7869881885,0
201,-122.410699658,37.7869881885,0
202,-122.400916029,37.7854574903,0
203,-122.400916029,37.7854574903,0
204,-122.400916029,37.7854574903,0
205,-122.400916029,37.7854574903,0
206,-122.400916029,37.7854574903,0
207,-122.410699658,37.7869881885,0
208,-122.410699658,37.7869881885,0
209,-122.410699658,37.7869881885,0
210,-122.410699658,37.7869881885,0
211,-122.410699658,37.7869881885,0
212,-122.410699658,37.7869881885,0
213,-122.410699658,37.7869881885,0
214,-122.410699658,37.7869881885,0
215,-122.410699658,37.7869881885,0
216,-122.410699658,37.7869881885,0
217,-122.410699658,37.7869881885,0
218,-122.410699658,37.7869881885,0
219,-122.410699658,37.7869881885,0
220,-122.410699658,37.7869881885,0
221,-122.410699658,37.7869881885,0
222,-122.410699658,37.7869881885,0
223,-122.410699658,37.7869881885,0
224,-122.419058868,37.7594227506,1
225,-122.419058868,37.7594227506,1
226,-122.418738266,37.7546172382,1
227,-122.423682814,37.796204621,0
228,-122.408384276,37.7878271137,0
229,-122.408384276,37.7878271137,0
230,-122.408384276,37.7878271137,0
231,-122.400916029,37.7854574903,0
232,-122.400916029,37.7854574903,0
233,-122.436194485,37.7227270384,2
234,-122.418562097,37.7841847091,0
235,-122.417812559,37.7571005796,1
236,-122.418467748,37.787965257,0
237,-122.418467748,37.787965257,0
238,-122.418467748,37.787965257,0
239,-122.417964484,37.7586968166,1
240,-122.417964484,37.7586968166,1
241,-122.417812559,37.7571005796,1
242,-122.419360353,37.7618358012,1
243,-122.417812559,37.7571005796,1
244,-122.417812559,37.7571005796,1
245,-122.417812559,37.7571005796,1
246,-122.41592985,37.7604330004,1
247,-122.41592985,37.7604330004,1
248,-122.418467748,37.787965257,0
249,-122.418467748,37.787965257,0
250,-122.41592985,37.7604330004,1
251,-122.41592985,37.7604330004,1
252,-122.41592985,37.7604330004,1
253,-122.417964484,37.7586968166,1
254,-122.418467748,37.787965257,0
255,-122.418467748,37.787965257,0
256,-122.41592985,37.7604330004,1
257,-122.418904205,37.7570361132,1
258,-122.41592985,37.7604330004,1
259,-122.418467748,37.787965257,0
260,-122.418467748,37.787965257,0
261,-122.417332583,37.7635718956,1
262,-122.417028392,37.7603656932,1
263,-122.417964484,37.7586968166,1
264,-122.416078424,37.7620347867,1
265,-122.418221946,37.7481664084,1
266,-122.41592985,37.7604330004,1
267,-122.41592985,37.7604330004,1
268,-122.41592985,37.7604330004,1
269,-122.417964484,37.7586968166,1
270,-122.418467748,37.787965257,0
271,-122.418467748,37.787965257,0
272,-122.418467748,37.787965257,0
273,-122.415629332,37.7572322279,1
274,-122.418467748,37.787965257,0
275,-122.418467748,37.787965257,0
276,-122.418467748,37.787965257,0
277,-122.417812559,37.7571005796,1
278,-122.41592985,37.7604330004,1
279,-122.41592985,37.7604330004,1
280,-122.41592985,37.7604330004,1
281,-122.41592985,37.7604330004,1
282,-122.403409085,37.7531779939,1
283,-122.410059856,37.788082534,0
284,-122.41967178,37.7650501215,1
285,-122.419052694,37.7586324052,1
286,-122.41592985,37.7604330004,1
287,-122.408040475,37.7864094034,0
288,-122.417964484,37.7586968166,1
289,-122.418467748,37.787965257,0
290,-122.418467748,37.787965257,0
291,-122.418486297,37.7634954373,1
292,-122.418467748,37.787965257,0
293,-122.41592985,37.7604330004,1
294,-122.41592985,37.7604330004,1
295,-122.41592985,37.7604330004,1
296,-122.41592985,37.7604330004,1
297,-122.41592985,37.7604330004,1
298,-122.41592985,37.7604330004,1
299,-122.41638971,37.7652491154,1
300,-122.418368839,37.7874861572,0
301,-122.418467748,37.787965257,0
302,-122.418274172,37.7870372044,0
303,-122.426635077,37.7549624154,1
304,-122.417332583,37.7635718956,1
305,-122.408231026,37.787359495,0
306,-122.411702003,37.7878718776,0
307,-122.415781282,37.7588312135,1
308,-122.417964484,37.7586968166,1
309,-122.408231026,37.787359495,0
310,-122.412502864,37.7590272974,1
311,-122.408231026,37.787359495,0
312,-122.419930112,37.7868262082,0
313,-122.408231026,37.787359495,0
314,-122.41592985,37.7604330004,1
315,-122.408231026,37.787359495,0
316,-122.408231026,37.787359495,0
317,-122.40840386,37.7882933915,0
318,-122.417488324,37.765181804,1
319,-122.415629332,37.7572322279,1
320,-122.405466576,37.7646048757,1
321,-122.408040475,37.7864094034,0
322,-122.415781282,37.7588312135,1
323,-122.417964484,37.7586968166,1
324,-122.415629332,37.7572322279,1
325,-122.417812559,37.7571005796,1
326,-122.418120086,37.760301234,1
327,-122.412173946,37.7629167767,1
328,-122.41967178,37.7650501215,1
329,-122.408231026,37.787359495,0
330,-122.411090795,37.7617009782,1
331,-122.409876623,37.787148808,0
332,-122.41766064,37.755504342,1
333,-122.403409085,37.7531779939,1
334,-122.417964484,37.7586968166,1
335,-122.40840386,37.7882933915,0
336,-122.418120086,37.760301234,1
337,-122.418120086,37.760301234,1
338,-122.417964484,37.7586968166,1
339,-122.418272166,37.7619029613,1
340,-122.417964484,37.7586968166,1
341,-122.414845139,37.7605000726,1
342,-122.417964484,37.7586968166,1
343,-122.41766064,37.755504342,1
344,-122.408231026,37.787359495,0
345,-122.41592985,37.7604330004,1
346,-122.417964484,37.7586968166,1
347,-122.417964484,37.7586968166,1
348,-122.41592985,37.7604330004,1
